customer_id,event_date,amount,event_type
4672-FOTSD,2024-12-07,67.25,support_contact
0637-YLETY,2024-08-09,95.6,transaction
9818-XQCUV,2025-10-03,20.35,transfer
7338-ERIVA,2022-09-19,45.05,balance_check
1157-BQCUW,2025-11-02,74.95,balance_check
8259-NFJTV,2025-05-06,34.65,transfer
3223-DWFIO,2025-08-04,69.35,bill_pay
2660-EMUBI,2025-02-05,95.35,bill_pay
6968-GMKPR,2021-05-27,81.55,mobile_deposit
4751-ERMAN,2020-01-03,75.4,balance_check
1436-ZMJAN,2025-02-05,67.8,mobile_deposit
3292-PBZEJ,2025-01-06,111.4,balance_check
0799-DDIHE,2024-09-08,46.3,support_contact
3070-FNFZQ,2024-01-12,20.4,support_contact
2812-SFXMJ,2025-11-02,20.05,transaction
7675-OZCZG,2025-09-03,45.0,support_contact
5014-WUQMG,2022-01-22,96.1,transaction
5312-TSZVC,2024-09-08,19.65,support_contact
2003-CKLOR,2020-07-01,99.5,login
0993-OSGPT,2020-05-02,60.65,support_contact
9254-RBFON,2024-07-10,98.6,mobile_deposit
1205-WNWPJ,2025-05-06,59.5,transfer
9391-EOYLI,2024-12-07,80.45,mobile_deposit
7108-DGVUU,2024-03-12,71.7,transfer
2782-JEEBU,2024-03-12,36.0,bill_pay
5127-BZENZ,2021-04-27,65.2,mobile_deposit
2720-FVBQP,2025-06-05,48.95,bill_pay
9906-NHHVC,2020-07-31,53.5,transaction
4522-XRWWI,2022-06-21,80.45,transaction
3766-EJLFL,2020-05-02,109.05,login
5939-SXWHM,2021-12-23,26.3,support_contact
8152-UOBNY,2021-10-24,106.8,mobile_deposit
7351-KYHQH,2025-05-06,64.95,bill_pay
7643-RCHXS,2020-09-29,19.35,transfer
8246-SHFGA,2024-07-10,21.1,transaction
8387-MOJJT,2022-06-21,77.95,support_contact
0620-XEFWH,2025-08-04,18.85,transaction
6485-QXWWE,2020-10-29,26.0,transfer
2761-OCIAX,2025-10-03,74.7,support_contact
7321-VGNKU,2025-10-03,70.35,support_contact
5327-CNLUQ,2021-12-23,96.9,bill_pay
7552-KEYGT,2023-09-14,19.55,bill_pay
5816-JMLGY,2020-03-03,80.4,mobile_deposit
3068-OMWZA,2025-11-02,88.8,mobile_deposit
2927-QRRQV,2022-02-21,94.65,balance_check
6032-KRXXO,2023-06-16,90.25,balance_check
7459-RRWQZ,2024-09-08,64.65,login
6265-SXWBU,2020-04-02,95.75,transaction
7941-RCJOW,2020-07-31,19.55,mobile_deposit
6374-NTQLP,2020-01-03,104.1,bill_pay
4154-AQUGT,2024-11-07,89.05,transfer
2387-KDZQY,2024-07-10,20.1,bill_pay
3584-WKTTW,2021-09-24,111.55,transaction
3399-BMLVW,2021-09-24,60.5,balance_check
1971-DTCZB,2020-01-03,90.95,bill_pay
3092-IGHWF,2020-06-01,87.4,login
3374-PZLXD,2023-02-16,19.7,transaction
3813-DHBBB,2020-06-01,50.95,balance_check
2812-REYAT,2021-11-23,20.05,transfer
6518-PPLMZ,2021-07-26,19.4,balance_check
4939-KYYPY,2023-09-14,59.45,support_contact
8017-LXHFA,2024-01-12,94.75,login
5930-GBIWP,2020-04-02,81.5,transaction
6022-KOUQO,2025-10-03,29.05,transfer
6352-TWCAU,2023-01-17,86.45,login
2361-UPSND,2022-02-21,70.6,balance_check
6035-RIIOM,2021-06-26,97.2,login
2929-QNSRW,2021-04-27,98.25,transaction
1262-OPMFY,2025-03-07,75.75,mobile_deposit
9504-DSHWM,2024-04-11,59.2,login
5035-BVCXS,2025-01-06,75.9,support_contact
6267-DCFFZ,2023-06-16,90.05,login
3533-UVMOM,2020-05-02,70.95,balance_check
2439-LYPMQ,2022-10-19,102.6,balance_check
4248-QPAVC,2024-07-10,85.35,transfer
1899-VXWXM,2021-12-23,106.1,balance_check
1478-VPOAD,2025-11-02,43.8,bill_pay
9995-HOTOH,2020-09-29,59.0,transaction
2988-PLAHS,2025-09-03,69.95,transaction
1371-OJCEK,2021-12-23,24.35,mobile_deposit
4999-IEZLT,2020-07-01,29.45,mobile_deposit
8883-ANODQ,2020-05-02,84.4,transaction
4690-LLKUA,2024-07-10,45.05,support_contact
2351-RRBUE,2025-05-06,20.65,mobile_deposit
5980-BDHPY,2020-01-03,87.1,transfer
1498-DQNRX,2023-07-16,19.85,balance_check
9469-WEJBT,2022-11-18,90.35,transaction
3331-HQDTW,2023-02-16,109.8,mobile_deposit
9490-DFPMD,2022-06-21,84.65,transaction
2581-VKIRT,2021-01-27,65.5,bill_pay
5442-XSDCW,2025-01-06,79.5,login
7426-WEIJX,2020-12-28,80.95,balance_check
2851-MMUTZ,2023-09-14,56.15,transaction
3049-NDXFL,2025-11-02,85.8,login
8580-AECUZ,2025-11-02,79.1,mobile_deposit
3307-TLCUD,2024-07-10,34.4,login
6625-FLENO,2021-02-26,20.75,balance_check
2967-MXRAV,2025-11-02,18.8,transaction
7963-GQRMY,2025-09-03,44.3,bill_pay
8189-HBVRW,2021-07-26,90.8,support_contact
4163-KIUHY,2023-01-17,25.6,mobile_deposit
1228-FZFRV,2021-10-24,105.95,transaction
3500-NSDOA,2020-05-02,70.8,balance_check
1171-TYKUR,2022-01-22,25.4,mobile_deposit
3761-FLYZI,2020-07-31,108.8,transfer
2058-DCJBE,2025-07-05,69.75,login
5364-XYIRR,2021-09-24,94.65,support_contact
4829-AUOAX,2022-02-21,96.05,balance_check
1219-NNDDO,2025-03-07,76.85,transfer
8388-DMKAE,2025-04-06,20.25,transaction
4403-BWPAY,2024-10-08,24.8,bill_pay
9659-QEQSY,2022-03-23,115.65,mobile_deposit
5405-ZMYXQ,2025-04-06,74.6,login
5047-LHVLY,2025-11-02,50.15,mobile_deposit
1442-OKRJE,2020-07-01,103.15,support_contact
4737-AQCPU,2020-01-03,72.1,transaction
9158-VCTQB,2022-07-21,113.6,mobile_deposit
2808-CHTDM,2024-01-12,25.1,login
6311-UEUME,2023-07-16,78.9,transaction
0793-TWELN,2025-08-04,80.15,mobile_deposit
3283-WCWXT,2025-06-05,25.4,bill_pay
1060-ENTOF,2020-06-01,105.4,balance_check
0999-QXNSA,2025-05-06,45.75,transaction
5451-MHQOF,2021-04-27,24.45,balance_check
4836-WNFNO,2020-01-03,25.0,transaction
9225-BZLNZ,2020-01-03,85.25,bill_pay
0354-VXMJC,2024-01-12,19.6,balance_check
4422-QVIJA,2023-01-17,50.15,transfer
9365-SRSZE,2023-09-14,70.55,login
6839-ITVZJ,2023-10-14,60.05,transfer
8332-OSJDW,2024-12-07,26.4,mobile_deposit
4735-BJKOU,2022-08-20,20.15,bill_pay
0274-JKUJR,2025-05-06,58.85,transfer
5740-YHGTW,2020-03-03,97.55,transaction
8917-SZTTJ,2020-12-28,19.65,mobile_deposit
1696-MZVAU,2022-09-19,25.25,mobile_deposit
7359-WWYJV,2020-01-03,114.45,transfer
0375-HVGXO,2025-11-02,34.7,transfer
4906-ZHGPK,2021-06-26,70.7,bill_pay
8593-WHYHV,2025-09-03,85.3,login
3795-GWTRD,2020-09-29,75.55,transfer
1298-PHBTI,2020-02-02,84.8,support_contact
6223-DHJGV,2022-06-21,20.65,transfer
6961-MJKBO,2022-01-22,20.45,balance_check
6097-EQISJ,2020-07-01,102.45,transaction
4423-YLHDV,2024-03-12,104.4,support_contact
8158-WPEZG,2025-01-06,35.65,support_contact
0107-YHINA,2025-11-02,99.75,balance_check
4918-FYJNT,2021-05-27,90.45,balance_check
0727-BNRLG,2020-04-02,97.65,mobile_deposit
4854-CIDCF,2025-09-03,73.85,login
8640-SDGKB,2025-08-04,74.4,transaction
3280-MRDOF,2023-06-16,69.1,bill_pay
6435-SRWBJ,2025-07-05,82.75,support_contact
9964-WBQDJ,2020-02-02,24.4,bill_pay
6303-KFWSL,2023-07-16,55.25,transfer
1702-CCFNJ,2021-08-25,61.35,transfer
8932-CZHRQ,2020-05-02,76.75,bill_pay
0386-CWRGM,2022-02-21,19.4,transfer
5515-RUGKN,2025-04-06,54.75,login
0404-AHASP,2020-01-03,19.7,balance_check
7279-NMVJC,2024-07-10,19.9,transfer
2081-VEYEH,2025-09-03,107.95,mobile_deposit
6407-UTSLV,2025-10-03,83.8,transfer
4116-TZAQJ,2025-03-07,74.25,transaction
9060-HJJRW,2021-09-24,56.4,login
2587-YNLES,2025-06-05,20.1,transaction
7398-SKNQZ,2025-09-03,94.9,transaction
5935-FCCNB,2024-07-10,94.2,mobile_deposit
1958-RNRKS,2023-06-16,49.9,login
5136-RGMZO,2023-05-17,71.05,login
8345-MVDYC,2022-03-23,81.65,login
8226-BXGES,2020-08-30,89.45,login
3877-JRJIP,2025-11-02,59.85,login
8375-DKEBR,2025-11-02,69.6,mobile_deposit
9705-IOVQQ,2020-11-28,99.0,transfer
1015-OWJKI,2025-11-02,19.05,transaction
7511-YMXVQ,2025-03-07,45.4,login
2040-XBAVJ,2020-01-03,114.45,support_contact
7551-JOHTI,2025-11-02,19.5,transfer
8887-IPQNC,2025-05-06,44.25,transfer
8646-JCOMS,2020-07-01,90.55,transaction
9804-ICWBG,2025-11-02,69.9,mobile_deposit
1222-KJNZD,2022-08-20,20.4,bill_pay
0106-GHRQR,2024-08-09,71.4,bill_pay
5318-IXUZF,2025-10-03,87.15,transfer
3768-VHXQO,2020-06-01,24.85,balance_check
8952-WCVCD,2022-07-21,104.45,balance_check
2418-TPEUN,2021-04-27,19.8,transaction
3963-RYFNS,2020-01-03,116.45,bill_pay
3198-VELRD,2025-09-03,84.75,transfer
8540-ZQGEA,2021-06-26,20.05,mobile_deposit
1320-REHCS,2021-08-25,110.75,bill_pay
4137-JOPHL,2021-10-24,89.7,transfer
9436-ZBZCT,2024-10-08,89.95,transfer
7801-CEDNV,2023-09-14,48.7,login
2057-BOYKM,2020-01-03,96.6,mobile_deposit
3658-QQJYD,2020-10-29,74.3,login
1803-BGNBD,2024-12-07,54.3,transaction
0134-XWXCE,2022-04-22,74.85,login
6950-TWMYB,2021-06-26,79.95,support_contact
5848-FHRFC,2020-05-02,20.05,login
2243-FNMMI,2024-04-11,19.4,support_contact
2511-MORQY,2021-10-24,54.9,bill_pay
5356-KZCKT,2021-02-26,24.45,balance_check
9470-XCCEM,2023-01-17,89.65,transfer
6519-CFDBX,2025-10-03,45.4,support_contact
3902-MIVLE,2020-09-29,75.7,mobile_deposit
0409-WTMPL,2021-02-26,110.65,login
8763-KIAFH,2023-09-14,20.55,support_contact
3669-WHAFY,2020-02-02,115.15,mobile_deposit
3055-VTCGS,2020-09-29,58.55,balance_check
3144-KMTWZ,2020-02-02,93.25,balance_check
7279-BUYWN,2022-07-21,113.2,login
7156-MHUGY,2024-11-07,90.5,transaction
7198-GLXTC,2025-10-03,79.0,login
2007-QVGAW,2020-05-02,19.35,bill_pay
5207-PLSTK,2025-11-02,48.75,support_contact
2307-FYNNL,2020-07-31,109.05,transfer
5605-XNWEN,2020-01-03,25.0,transaction
2155-AMQRX,2023-08-15,54.9,login
6181-AXXYF,2020-01-03,24.75,mobile_deposit
5091-HFAZW,2025-10-03,91.15,transaction
0516-VRYBW,2024-06-10,20.15,support_contact
2519-LBNQL,2020-12-28,104.35,transaction
8623-ULFNQ,2023-10-14,66.05,support_contact
8380-PEFPE,2025-11-02,71.65,login
5687-DKDTV,2025-08-04,20.35,support_contact
1568-LJSZU,2020-05-02,92.2,transaction
7530-HDYDS,2022-10-19,84.25,mobile_deposit
7789-HKSBS,2022-06-21,105.2,balance_check
7416-CKTEP,2021-03-28,19.6,transaction
2586-CWXVV,2021-06-26,30.4,support_contact
3096-IZETN,2024-12-07,78.1,balance_check
2348-KCJLT,2022-04-22,61.5,support_contact
8401-EMUWF,2022-06-21,69.4,mobile_deposit
4193-IBKSW,2020-01-03,24.75,support_contact
5377-NDTOU,2020-02-02,91.05,login
5922-ABDVO,2024-05-11,89.65,transfer
2474-LCNUE,2024-01-12,73.65,transaction
0839-QNXME,2023-06-16,19.4,transfer
3506-OVLKD,2023-01-17,26.2,support_contact
9172-ANCRX,2025-02-05,98.7,mobile_deposit
6650-VJONK,2025-11-02,43.85,transaction
2178-PMGCJ,2024-02-11,69.7,support_contact
7492-TAFJD,2025-05-06,38.55,balance_check
2773-MADBQ,2022-12-18,53.1,bill_pay
6016-LVTJQ,2023-02-16,20.65,support_contact
7860-KSUGX,2020-01-03,64.45,transfer
8966-KZXXA,2022-12-18,25.1,transaction
6910-HADCM,2025-11-02,76.35,transfer
4816-LXZYW,2024-01-12,79.15,transaction
9606-PBKBQ,2023-04-17,85.0,support_contact
5149-QYTTU,2020-02-02,95.15,login
2070-XYMFH,2024-01-12,79.35,balance_check
2085-BOJKI,2024-07-10,96.65,support_contact
0817-HSUSE,2025-11-02,75.5,transfer
5442-PPTJY,2024-12-07,19.7,bill_pay
1927-QEWMY,2020-01-03,20.5,bill_pay
1663-MHLHE,2025-11-02,19.2,mobile_deposit
5663-QBGIS,2020-01-03,98.35,transaction
4450-MDZFX,2020-12-28,74.35,transfer
6701-DHKWQ,2020-11-28,51.35,mobile_deposit
7554-AKDQF,2025-06-05,45.65,transfer
3536-IQCTX,2023-04-17,85.3,transaction
4911-BANWH,2023-05-17,86.55,support_contact
8496-EJAUI,2024-05-11,73.85,support_contact
0794-YVSGE,2020-01-03,20.3,bill_pay
5423-BHIXO,2023-04-17,54.2,support_contact
6908-VVYHM,2020-07-31,90.65,support_contact
2959-EEXWB,2022-03-23,50.9,login
1839-UMACK,2022-06-21,25.05,bill_pay
3030-YDNRM,2025-04-06,74.85,mobile_deposit
7321-KKSDU,2023-04-17,20.5,balance_check
3402-XRIUO,2024-02-11,63.55,login
3132-TVFDZ,2021-03-28,44.85,mobile_deposit
8286-AFUYI,2025-11-02,47.95,transaction
8080-DDEMJ,2025-11-02,45.1,login
8356-WUAOJ,2025-11-02,45.0,mobile_deposit
6365-MTGZX,2023-12-13,96.0,transaction
1349-WXNGG,2025-11-02,20.05,bill_pay
8058-DMYRU,2021-06-26,90.05,balance_check
9350-ZXYJC,2025-08-04,25.3,transaction
6990-YNRIO,2020-07-31,108.65,support_contact
8958-JPTRR,2021-04-27,24.3,transfer
6959-GQEGV,2022-03-23,75.95,transaction
3173-WSSUE,2020-02-02,19.7,transaction
1265-HVPZB,2021-01-27,66.4,balance_check
4115-UMJFQ,2020-04-02,35.75,transfer
7369-TRPFD,2024-05-11,18.8,support_contact
1098-KFQEC,2021-05-27,19.4,mobile_deposit
7190-XHTWJ,2022-10-19,19.3,mobile_deposit
0621-TWIEM,2025-02-05,45.55,transaction
3537-RYBHH,2022-01-22,67.45,transfer
2485-ITVKB,2025-10-03,35.1,transfer
3669-OYSJI,2025-11-02,46.2,support_contact
1612-EOHDH,2025-11-02,45.15,balance_check
6702-OHFWR,2025-11-02,43.3,bill_pay
5296-BFCYD,2022-02-21,20.1,mobile_deposit
4510-PYUSH,2022-10-19,57.15,balance_check
9359-JANWS,2020-07-31,58.9,login
7517-SAWMO,2024-05-11,73.2,mobile_deposit
4143-HHPMK,2021-08-25,85.35,balance_check
3279-DYZQM,2020-02-02,19.45,mobile_deposit
7054-LGEQW,2025-11-02,45.95,bill_pay
0523-VNGTF,2021-08-25,50.5,login
9575-IWCAZ,2025-06-05,25.1,bill_pay
7105-MXJLL,2023-10-14,60.7,support_contact
7064-FRRSW,2021-12-23,99.0,login
7940-UQQUG,2020-08-30,104.4,transaction
0923-PNFUB,2025-09-03,83.75,balance_check
3961-SXAXY,2025-11-02,44.05,login
7010-BRBUU,2020-01-03,24.1,support_contact
3566-HJGPK,2025-11-02,45.55,support_contact
3062-ICYZQ,2021-09-24,93.8,bill_pay
9938-PRCVK,2022-07-21,19.7,mobile_deposit
0973-KYVNF,2020-01-03,70.65,login
5129-HHMZC,2022-05-22,86.45,balance_check
9637-CDTKZ,2020-01-03,114.1,login
3946-JEWRQ,2022-01-22,95.2,transfer
7873-CVMAW,2020-01-03,88.55,mobile_deposit
0463-WZZKO,2025-09-03,20.75,balance_check
3494-JCHRQ,2025-11-02,70.05,balance_check
6474-FVJLC,2025-10-03,86.0,transaction
4524-QCSSM,2023-10-14,44.65,bill_pay
5832-EXGTT,2023-07-16,60.2,transaction
8840-DQLGN,2023-01-17,100.5,balance_check
2039-JONDJ,2023-09-14,55.45,mobile_deposit
7217-JYHOQ,2023-12-13,70.3,login
6695-FRVEC,2020-06-01,60.4,login
4547-LYTDD,2024-08-09,72.65,mobile_deposit
9894-QMIMJ,2024-01-12,55.8,balance_check
8069-YQQAJ,2024-10-08,31.1,support_contact
6770-XUAGN,2025-11-02,21.0,login
4193-ORFCL,2025-11-02,45.1,support_contact
1636-NTNCO,2025-08-04,50.95,login
3466-WAESX,2024-08-09,69.1,login
9281-PKKZE,2022-02-21,43.95,bill_pay
3638-VBZTA,2020-05-02,86.5,bill_pay
7459-IMVYU,2022-10-19,69.95,transfer
7776-QWNFX,2023-06-16,50.4,transaction
6689-TCZHQ,2025-07-05,78.95,mobile_deposit
8563-OYMQY,2024-07-10,90.95,mobile_deposit
0754-EEBDC,2025-08-04,19.9,mobile_deposit
5777-ZPQNC,2024-12-07,20.15,transfer
1951-IEYXM,2020-01-03,90.6,bill_pay
3318-NMQXL,2025-09-03,92.0,balance_check
3143-ILDAL,2021-04-27,94.45,support_contact
1022-RKXDR,2022-07-21,24.85,support_contact
2361-FJWNO,2022-08-20,36.0,balance_check
2272-UOINI,2025-05-06,78.5,transfer
8232-UTFOZ,2020-04-02,19.95,balance_check
3750-YHRYO,2025-05-06,20.65,mobile_deposit
6637-KYRCV,2025-07-05,30.5,transaction
5668-MEISB,2020-01-03,106.1,login
0129-QMPDR,2022-04-22,20.5,support_contact
7188-CBBBA,2020-07-31,95.5,bill_pay
5356-CSVSQ,2025-09-03,64.6,bill_pay
3221-CJMSG,2023-12-13,51.1,transfer
4720-VSTSI,2022-04-22,84.8,bill_pay
3219-JQRSL,2020-01-03,89.1,mobile_deposit
2801-NISEI,2023-12-13,54.95,support_contact
3946-MHCZW,2025-11-02,50.9,balance_check
4623-ZKHLY,2024-02-11,20.45,mobile_deposit
6732-VAILE,2020-03-03,85.95,transfer
8201-AAXCB,2023-11-13,60.35,mobile_deposit
7696-CFTAT,2022-11-18,19.8,balance_check
1845-CSBRZ,2024-02-11,85.35,transaction
2123-VSCOT,2021-01-27,72.1,transfer
6651-AZVTJ,2021-11-23,99.8,transaction
4566-GOLUK,2022-01-22,107.35,login
2484-DGXPZ,2023-05-17,19.55,transaction
2018-QKYGT,2025-11-02,81.05,login
2792-VPPET,2025-09-03,20.5,login
7409-JURKQ,2021-07-26,111.8,transaction
3247-MHJKM,2025-11-02,20.2,transfer
1964-SVLEA,2024-04-11,19.7,balance_check
4587-NUKOX,2025-09-03,79.1,mobile_deposit
7297-DVYGA,2021-09-24,19.85,mobile_deposit
2239-CGBUZ,2021-09-24,60.5,balance_check
0854-UYHZD,2024-11-07,19.55,support_contact
7243-LCGGZ,2025-11-02,20.9,support_contact
8267-KFGYD,2025-11-02,21.05,login
4890-VMUAV,2020-09-29,71.5,login
9261-WDCAF,2025-09-03,54.65,transfer
3764-MNMOI,2022-02-21,19.2,bill_pay
7442-YGZFK,2025-11-02,49.8,transaction
0420-BWTPW,2025-04-06,25.5,login
8229-BUJHX,2020-02-02,20.5,mobile_deposit
7449-HVPIV,2021-05-27,90.4,transfer
5504-WSIUR,2020-03-03,90.25,transaction
8183-ONMXC,2025-10-03,80.75,transfer
8466-PZBLH,2020-06-01,104.6,transaction
9614-RMGHA,2020-07-31,91.85,transaction
8735-IJJEG,2024-10-08,50.2,balance_check
0564-MUUQK,2024-04-11,95.5,login
5054-IEXZT,2025-11-02,75.35,transfer
5834-ASPWA,2025-11-02,75.45,transfer
0701-RFGFI,2021-11-23,95.4,balance_check
0019-EFAEP,2020-01-03,101.3,mobile_deposit
5619-PTMIK,2022-02-21,53.1,mobile_deposit
3737-XBQDD,2023-12-13,84.85,support_contact
5882-CMAZQ,2025-07-05,34.25,login
5846-QFDFI,2023-03-18,88.6,login
4445-KWOKW,2022-06-21,60.15,bill_pay
3511-APPBJ,2024-01-12,99.95,balance_check
7967-HYCDE,2025-04-06,70.7,mobile_deposit
2430-RRYUW,2020-07-01,54.8,transaction
3948-XHGNA,2023-12-13,49.55,transfer
3723-BFBGR,2023-12-13,54.8,login
0565-IYCGT,2020-04-02,78.6,transfer
5447-WZAFP,2021-07-26,100.3,transfer
5110-CHOPY,2020-12-28,53.6,bill_pay
5445-UTODQ,2025-05-06,81.1,mobile_deposit
4425-OWHWB,2024-04-11,19.35,login
7892-QVYKW,2024-01-12,85.6,transfer
9675-ICXCT,2020-01-03,80.8,login
1024-VRZHF,2025-01-06,74.95,transaction
4703-MQYKT,2024-03-12,19.6,bill_pay
9497-QCMMS,2025-11-02,93.55,transaction
5692-ICXLW,2023-05-17,90.7,login
0602-DDUML,2021-03-28,69.75,support_contact
2208-MPXIO,2022-03-23,20.0,login
1960-UYCNN,2025-02-05,95.25,mobile_deposit
0348-SDKOL,2021-02-26,102.1,transfer
3190-FZATL,2024-10-08,19.95,transfer
7336-RLLRH,2023-09-14,80.85,transaction
4373-MAVJG,2024-10-08,90.9,bill_pay
8901-HJXTF,2024-12-07,29.2,support_contact
7710-JSYOA,2020-04-02,93.3,balance_check
5419-KLXBN,2023-11-13,89.15,transfer
3424-NMNBO,2021-02-26,108.85,mobile_deposit
9885-MFVSU,2023-01-17,46.35,transaction
4514-GFCFI,2024-08-09,84.75,transaction
0607-MVMGC,2022-03-23,78.75,balance_check
3365-SAIGS,2024-07-10,83.55,mobile_deposit
9828-AOQLM,2025-11-02,45.7,bill_pay
8022-BECSI,2024-02-11,19.6,mobile_deposit
8000-REIQB,2025-11-02,69.95,bill_pay
9993-LHIEB,2020-06-01,67.85,mobile_deposit
0266-CLZKZ,2020-06-01,105.65,mobile_deposit
7615-ESMYF,2025-10-03,44.6,login
3858-VOBET,2024-01-12,74.95,transaction
7020-OZKXZ,2025-03-07,75.5,mobile_deposit
3977-QCRSL,2025-07-05,20.15,balance_check
0017-DINOC,2021-06-26,45.2,mobile_deposit
1447-PJGGA,2021-03-28,95.25,transfer
8565-CLBZW,2023-12-13,89.85,transaction
9139-WQQDY,2021-11-23,100.45,transfer
0224-HJAPT,2025-07-05,47.15,transaction
8086-OVPWV,2025-10-03,80.2,transfer
9430-FRQOC,2025-08-04,87.1,mobile_deposit
7639-OPLNG,2020-03-03,79.25,mobile_deposit
3074-GQWYX,2025-07-05,75.9,login
1492-QGCLU,2021-07-26,85.7,balance_check
6845-RGTYS,2022-01-22,98.75,transfer
7328-OWMOM,2023-05-17,20.1,bill_pay
4418-LZMSV,2024-11-07,61.8,login
5155-AZQPB,2023-08-15,49.9,transfer
8861-HGGKB,2025-02-05,86.45,transfer
1087-GRUYI,2022-10-19,20.4,login
7065-YUNRY,2025-11-02,45.3,mobile_deposit
7694-VLBWQ,2020-06-01,104.1,transfer
2546-KZAAT,2021-08-25,75.4,mobile_deposit
0181-RITDD,2020-10-29,108.15,login
5989-PGKJB,2024-08-09,86.25,mobile_deposit
4795-KTRTH,2025-07-05,81.0,transaction
8272-ONJLV,2024-12-07,95.7,bill_pay
1488-PBLJN,2020-01-03,116.85,support_contact
0308-GIQJT,2020-02-02,105.75,transfer
3778-FOAQW,2023-12-13,20.15,balance_check
4452-ROHMO,2024-09-08,19.6,bill_pay
6481-OGDOO,2020-06-01,90.6,support_contact
3090-LETTY,2025-10-03,60.95,mobile_deposit
5349-AZPEW,2025-07-05,25.05,transfer
3753-TSEMP,2024-09-08,88.15,mobile_deposit
8305-VHZBZ,2025-11-02,20.2,transaction
9720-JJJOR,2022-07-21,60.3,login
8100-HZZLJ,2022-05-22,63.95,transfer
8775-ERLNB,2025-11-02,74.3,support_contact
8309-IEYJD,2025-11-02,70.6,support_contact
9172-JITSM,2023-10-14,90.8,transaction
6298-QDFNH,2024-02-11,79.35,transaction
7398-HPYZQ,2020-02-02,90.55,transfer
3546-GHEAE,2025-05-06,19.45,mobile_deposit
7361-YPXFS,2023-08-15,64.45,balance_check
6557-BZXLQ,2024-08-09,69.65,support_contact
2550-QHZGP,2025-05-06,19.5,support_contact
7519-JTWQH,2020-04-02,110.5,transaction
2538-OIMXF,2025-11-02,24.7,bill_pay
8543-MSDMF,2025-09-03,77.4,transaction
9961-JBNMK,2024-03-12,96.8,balance_check
1170-SASML,2020-04-02,85.4,mobile_deposit
4872-JCVCA,2020-02-02,47.6,mobile_deposit
5346-BZCHP,2020-04-02,19.4,bill_pay
2038-LLMLM,2021-12-23,103.85,support_contact
6173-ITPWD,2022-01-22,83.35,transaction
9734-UYXQI,2025-10-03,49.4,mobile_deposit
1216-BGTSP,2022-03-23,108.45,balance_check
4138-NAXED,2021-09-24,81.0,transfer
2189-UXTKY,2024-02-11,79.2,login
0744-BIKKF,2020-01-03,86.65,login
7483-IQWIB,2022-11-18,92.95,login
5248-KWLAR,2020-02-02,90.35,support_contact
4958-GZWIY,2025-05-06,48.7,transaction
7996-MHXLW,2020-07-01,25.15,bill_pay
7833-PKIHD,2021-09-24,76.4,mobile_deposit
7061-OVMIM,2023-06-16,19.55,transfer
5153-RTHKF,2023-02-16,85.35,balance_check
1852-QSWCD,2020-08-30,24.8,transfer
4832-VRBMR,2020-07-31,103.15,balance_check
9079-LWTFD,2022-01-22,100.75,support_contact
6356-ELRKD,2025-11-02,95.6,transaction
8624-GIOUT,2021-11-23,59.75,login
3392-EHMNK,2020-06-01,94.1,transaction
5986-WWXDV,2022-09-19,19.35,support_contact
3061-BCKYI,2024-10-08,19.9,bill_pay
6179-GJPSO,2022-05-22,108.15,bill_pay
7901-TBKJX,2021-04-27,101.05,support_contact
7228-PAQPD,2024-10-08,59.1,balance_check
3177-LASXD,2025-11-02,71.35,mobile_deposit
7746-QYVCO,2024-08-09,55.85,mobile_deposit
5804-HYIEZ,2020-03-03,106.05,balance_check
9919-FZDED,2020-01-03,84.1,bill_pay
5934-TSSAU,2024-01-12,75.3,bill_pay
3486-KHMLI,2024-03-12,24.7,bill_pay
4897-QSUYC,2025-11-02,20.15,transaction
1084-UQCHV,2025-11-02,69.75,bill_pay
8290-YWKHZ,2023-04-17,93.2,transfer
2955-BJZHG,2024-07-10,80.85,login
3806-DXQOM,2025-08-04,33.65,bill_pay
6784-XYJAE,2022-12-18,55.8,balance_check
3933-DQPWX,2021-10-24,39.7,login
6661-EIPZC,2021-12-23,29.5,transaction
8957-THMOA,2021-10-24,20.15,balance_check
2251-PYLPB,2020-01-03,79.55,login
5555-RNPGT,2025-02-05,24.8,balance_check
1057-FOGLZ,2024-06-10,19.65,transaction
9300-RENDD,2025-11-02,79.95,transfer
0761-AETCS,2025-11-02,19.3,transaction
8087-LGYHQ,2025-03-07,94.05,transaction
4137-BTIKL,2025-10-03,90.75,balance_check
2190-BCXEC,2022-08-20,78.85,support_contact
6227-FBDXH,2020-04-02,99.5,mobile_deposit
2153-MREFK,2022-11-18,99.2,bill_pay
2911-WDXMV,2024-06-10,80.55,bill_pay
7206-PQBBZ,2025-01-06,70.2,transfer
3106-ULWFW,2025-04-06,85.2,transfer
0925-VYDLG,2025-09-03,75.25,bill_pay
4547-FZJWE,2021-05-27,59.45,mobile_deposit
7422-WNBTY,2023-03-18,93.35,bill_pay
0842-IWYCP,2022-02-21,44.95,support_contact
3521-HTQTV,2023-02-16,26.1,mobile_deposit
3744-ZBHON,2025-09-03,20.2,transfer
3373-DIUUN,2023-06-16,21.25,login
8383-SGHJU,2023-03-18,59.4,balance_check
7607-QKKTJ,2022-03-23,95.0,support_contact
7707-PYBBH,2022-08-20,61.9,support_contact
8984-HPEMB,2020-02-02,118.65,transfer
4349-GFQHK,2025-11-02,54.35,transfer
4139-DETXS,2020-01-03,64.45,transaction
